1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
97,1486,1663,2771,3805,4002,4148,4287,4239,4060,3920,3826,3769,3626,3689,3922,4245,4241,4191,4140,4138,4263,4257,4270,4203,4234
