,specs,numerator,denominator
1997,1.8494818203237346,0.6039494346529961,0.326550619755365
1998,1.8408588928422167,0.6064234095609083,0.32942416820694687
1999,1.8514180294153653,0.6041171907412173,0.3262997233163941
2000,1.857746896505688,0.6072206074791948,0.32685863107689256
2001,1.8562995889647234,0.6116403937590886,0.3294944401190147
2002,1.8689053676783274,0.6252468265427196,0.3345524269746417
2003,1.8865775852800863,0.6348697149916392,0.3365192716934484
2004,1.8983233788356388,0.6453701094154418,0.339968477768676
2005,1.9169143176318961,0.6584186799787798,0.3434784089839614
2006,1.996437333325211,0.6557142591515779,0.3284421946064484
2007,2.020966424879858,0.6655484276732891,0.3293218627879256
2008,2.0097612423668365,0.6609758157030434,0.3288827557071564
2009,1.923454068869178,0.6388988808449149,0.33216227576493745
2010,1.9047677227496336,0.6339830770922018,0.33284009883211035
2011,1.9101271881282236,0.6381429726147048,0.3340840215148371
2012,1.9175846607887672,0.6404204701582634,0.3339724619484789
2013,1.9519367350112973,0.6549987654258799,0.335563521950976
2014,1.969043322194158,0.6608415896277867,0.33561556629002615
2015,1.9791573351875356,0.6670042513154106,0.3370142633214193
2016,1.9662813654951812,0.6637014265416895,0.33754143134776915
2017,1.9904535948221407,0.6759655079986521,0.339603751505221
