,2080_0000021344_2015_COCA-COLA-CO,2820_0000030554_2015_DUPONT-E-I-DE-NEMOURS-&-CO,2834_0000078003_2015_PFIZER-INC,2834_0000200406_2015_JOHNSON-&-JOHNSON,2834_0000310158_2015_Merck-&-Co.-Inc.,2840_0000080424_2015_PROCTER-&-GAMBLE-Co,2911_0000034088_2015_EXXON-MOBIL-CORP,2911_0000093410_2015_CHEVRON-CORP,3021_0000320187_2015_NIKE-INC,3531_0000018230_2015_CATERPILLAR-INC,3570_0000051143_2015_INTERNATIONAL-BUSINESS-MACHINES-CORP,3576_0000858877_2015_CISCO-SYSTEMS-INC.,3674_0000050863_2015_INTEL-CORP,3721_0000012927_2015_BOEING-CO,3841_0000066740_2015_3M-CO,4813_0000732712_2015_VERIZON-COMMUNICATIONS-INC,4813_0000732717_2015_AT&T-INC.,5211_0000354950_2015_HOME-DEPOT-INC,5331_0000104169_2015_WAL-MART-STORES-INC,5812_0000063908_2015_MCDONALDS-CORP,7372_0000789019_2015_MICROSOFT-CORP,7389_0001403161_2015_VISA-INC.
0,-0.8302286863327026,-0.4267463982105255,-0.8395407199859619,-0.4238883852958679,-0.4646436870098114,-0.2237303853034973,-0.022654283791780472,0.563583254814148,0.17511570453643802,0.07033009082078934,-0.8479639291763306,-0.4527968168258667,0.006967761088162661,-0.044040761888027184,-0.2743498384952545,0.13212844729423526,-0.05932822450995445,-0.09022216498851776,-0.2833252847194672,-0.4905080199241638,-0.5265434980392456,-0.06518322974443436
1,0.9927321076393129,0.9601557850837708,-0.09941692650318146,0.49630829691886896,0.8449628949165344,0.4598133563995361,0.37985375523567205,-0.7172589302062988,-0.09455393254756927,0.8243387937545776,1.2330135107040403,0.20287038385868075,0.3870063424110413,0.3688797056674957,0.48927918076515203,0.4440028965473175,0.4935077130794525,-0.06314482539892198,0.8955020308494568,0.749446451663971,1.19677996635437,0.4861070215702057
2,-1.0924420356750488,-0.6183813214302063,0.5470346808433533,0.19927388429641724,0.8124319314956665,-0.17748460173606873,-0.4743752777576447,0.7485522627830505,-0.23118044435977936,-0.5324924588203429,-0.5923620462417603,-0.5483956933021545,0.3117603659629822,-0.08113459497690201,-0.08533171564340591,-0.44624939560890203,-0.35397592186927795,-0.5089606642723083,-0.06690976023674011,-0.5141156315803528,-0.19783057272434235,-1.0054019689559937
3,-0.6682767271995544,0.3629228472709656,-0.3677576184272766,-0.4589191377162933,-0.02271029911935329,-0.10674022138118744,-0.16588634252548218,0.6012457013130188,-0.16466575860977173,-0.44384896755218506,-0.33011436462402344,-0.29966670274734497,-1.4856582880020142,-0.02331509068608284,-0.41307970881462097,-1.2070741653442385,-0.6133247017860413,-0.11351831257343292,-0.2258923500776291,-0.11429966986179352,-0.3588947653770447,-1.032306671142578
4,-0.15482182800769806,-1.0225189924240112,-1.1862608194351196,-0.4061910510063171,-0.6600652933120728,-0.02808892726898193,-0.09683601558208466,-0.3464810848236084,-0.8995890617370605,-0.3409716784954071,-0.6056311130523682,-0.4803719520568848,-0.15900830924510956,-0.228863537311554,-0.04383672773838043,-0.07963891327381134,-0.27546173334121704,0.0007753080572001637,-0.5921269059181213,-0.4390723407268524,-0.6823152899742126,-0.5110043287277222
5,0.1812732070684433,-0.03949148207902908,-0.7070232629776001,-0.3332613408565521,-0.18649548292160034,-0.13236640393733978,0.0967697948217392,0.5031217336654663,-0.6584509611129761,0.44686028361320496,0.004547540564090014,0.5588996410369873,0.11937662959098815,-0.2372473627328873,-0.17252571880817413,0.6073819398880005,-0.14387540519237518,-0.08584698289632797,-0.5373569130897522,-0.3585308194160461,-0.12804703414440155,0.15387533605098724
6,0.3194506764411926,0.7607392072677612,0.26723939180374146,0.3908149600028992,0.4999350011348725,0.2817811369895935,0.17597267031669614,0.6424206495285034,-0.983153522014618,0.4975634813308716,0.12323231995105745,0.2375952750444412,0.6211953163146973,-0.0011632186360657215,0.06717093288898468,0.1004352644085884,0.3499462902545929,0.2466334700584412,0.4507983028888702,0.54192054271698,-0.3352068662643433,-0.98351788520813
7,-0.13022089004516602,0.7711057066917419,-0.13958683609962466,0.22989080846309665,-0.5296371579170227,0.2850096523761749,0.1884261965751648,-0.4321158826351166,0.9113816618919371,-0.8445118069648743,-0.3623985052108765,0.2395679354667664,-0.3979358375072479,0.2614016532897949,0.12363222241401672,-0.03806734085083008,0.20102500915527344,0.4049734175205231,0.1893136352300644,-0.05617489665746689,0.23945391178131106,-0.003499944461509585
8,-0.2542159855365753,0.21662475168704987,0.9965962171554564,0.3813535869121552,0.7257671952247621,0.03390195965766907,0.15084682404994965,0.8128513693809509,-0.2398066371679306,0.6336758136749268,0.3870928585529328,0.2988100051879883,0.222173273563385,0.6841269731521606,0.1030854657292366,0.7308511137962341,0.12342546135187148,0.2807609736919403,0.16529308259487152,0.15790170431137085,-0.04409966990351677,-0.3392663300037384
9,-0.3480242192745209,-0.034239474684000015,0.020311342552304268,-0.15649637579917908,0.20756958425045013,-0.08958549052476883,-0.09147489070892334,-0.7570082545280457,-0.5467442870140076,-0.7513203024864197,0.37001100182533264,0.07242836803197861,0.1117410659790039,0.4868597984313965,-0.0016788012580946088,-0.6146250367164612,-0.3174903988838196,-0.4605483412742615,0.06094275414943695,-0.3668137192726135,0.6422083377838135,-0.4698925018310547
