,2080_0000021344_2000_COCA-COLA-CO,2820_0000030554_2000_DUPONT-E-I-DE-NEMOURS-&-CO,2834_0000078003_2000_PFIZER-INC,2834_0000200406_2000_JOHNSON-&-JOHNSON,2834_0000310158_2000_SCHERING-PLOUGH-CORP,2840_0000080424_2000_PROCTER-&-GAMBLE-CO,2911_0000034088_2000_EXXON-MOBIL-CORP,2911_0000093410_2000_CHEVRON-CORP,3021_0000320187_2000_NIKE-INC,3290_0000066740_2000_MINNESOTA-MINING-&-MANUFACTURING-CO,3531_0000018230_2000_CATERPILLAR-INC,3570_0000051143_2000_INTERNATIONAL-BUSINESS-MACHINES-CORP,3576_0000858877_2000_CISCO-SYSTEMS-INC,3600_0000040545_2000_GENERAL-ELECTRIC-CO,3674_0000050863_2000_INTEL-CORP,3721_0000012927_2000_BOEING-CO,4813_0000732712_2000_BELL-ATLANTIC-CORP,4813_0000732717_2000_SBC-COMMUNICATIONS-INC,5211_0000354950_2000_HOME-DEPOT-INC,5331_0000104169_2000_WAL-MART-STORES-INC,5812_0000063908_2000_MCDONALDS-CORP,7372_0000789019_2000_MICROSOFT-CORP
0,-0.4787483513355255,-0.7508106231689453,-0.7793249487876892,-0.2174611985683441,-0.5098158717155457,-0.13523246347904205,-0.2057245969772339,0.14679524302482605,0.5377877354621887,-0.27847105264663696,-0.057077150791883476,-0.2827265560626984,-0.7837743759155273,0.08767645061016083,-0.3023121953010559,-0.17180685698986053,0.6396846175193787,-0.24450351297855374,-0.09771877527236937,0.14532631635665896,-0.22159337997436526,-0.981481671333313
1,0.9202503561973572,0.62470543384552,0.5972163677215576,0.2609330117702484,0.0652313306927681,0.22779670357704165,0.1806126981973648,0.04055086150765419,-0.11877721548080444,0.3296504616737366,0.19412793219089508,0.5249192118644714,0.09011253714561462,1.6923835277557373,0.17256253957748413,0.007652374915778638,1.0853722095489502,1.114748239517212,0.5505683422088623,0.8283643126487732,0.6121209263801575,1.0005564689636228
2,-0.9416130781173706,-0.13962864875793454,0.5216101408004761,-0.08245105296373367,0.2175895720720291,-0.07109498232603073,-0.2821958661079407,0.4118337631225586,-0.4563090205192566,-0.17845723032951355,-0.16010962426662445,-0.09410147368907927,-0.4569986760616303,-0.6974022388458252,0.5089747309684753,-0.15309853851795194,0.8398299217224121,0.4251482784748077,-0.3295319080352783,-0.12592844665050507,-0.22454725205898285,-0.3466007709503174
3,-0.74687659740448,0.09656397998332976,-0.6606535315513611,-0.4122216403484345,-0.17727859318256378,-0.009712029248476028,-0.13257406651973724,0.7711589336395264,-0.456282913684845,-0.20507892966270447,-0.15028226375579834,-0.1188485473394394,-0.6110592484474182,-0.7214389443397522,-1.2583097219467163,-0.36108782887458796,-1.1386775970458984,-1.2289191484451294,-0.4486496150493622,0.1913045048713684,-0.01942556723952293,-0.4645678400993347
4,-0.044740121811628335,-0.4779996275901794,-1.1020760536193848,-0.4138951897621155,-0.1534060537815094,-0.14259932935237885,-0.020979374647140503,-0.35375484824180603,-0.6310297846794128,-0.06622308492660522,-0.06360679864883423,0.10611502826213837,0.11108195036649704,-0.12185995280742645,-8.831266313791275e-05,-0.4536737203598023,0.2685445547103882,1.1742098331451416,-0.3479101657867432,-0.09844643622636796,-0.2600420415401459,-0.5088804364204407
5,0.6166948676109314,0.6170222759246826,-0.6433357000350952,-0.2877475321292877,-0.2054942399263382,-0.033192507922649384,-0.0015393821522593498,0.14724549651145935,-0.6670855879783629,-0.2160818427801132,-0.17905335128307345,-0.09005758166313171,0.28549718856811523,0.06826679408550262,-0.24529144167900085,-0.2389034181833267,-0.21599893271923065,0.0729544460773468,0.1344364881515503,-0.3083913624286652,-0.2968564331531525,-0.02549330145120621
6,0.7211385369300842,0.2683704197406769,0.3093868494033813,0.30139583349227905,0.3960270285606384,0.18545161187648773,0.15804722905158994,0.7572689056396484,-0.8063907027244568,0.07946505397558212,0.1773594468832016,0.2800956666469574,0.6014954447746277,0.5133671760559082,1.1146482229232788,0.20023098587989807,0.25098294019699097,0.5247641801834106,0.200394943356514,0.690701425075531,0.4053093194961548,-0.5192024707794191
7,-0.2121678590774536,0.7822648286819458,0.10593412816524506,0.2420903444290161,-0.09916210174560547,0.34186503291130066,0.1976240426301956,0.12594737112522125,0.5546694397926331,0.19259962439537048,-0.02251436561346054,0.0983596295118332,0.14059697091579434,-0.5244026184082031,-0.18981248140335086,0.21649087965488434,0.24626028537750244,0.5574026107788086,0.22833919525146484,0.3411029279232025,0.03615705668926239,-0.15202665328979492
8,0.03923683986067772,0.4963811337947846,0.9152965545654296,0.3647400438785553,0.3598757386207581,0.06754611432552338,0.06806528568267822,0.7757129669189453,-0.20177750289440155,0.02911824733018875,0.3588161766529083,0.1886150538921356,0.21200382709503174,0.3323431611061096,0.37599557638168335,0.22019101679325104,1.1201231479644775,0.9966732859611512,0.4941052794456482,0.3019383251667023,-0.0443623922765255,0.21486914157867432
9,-0.3229480981826782,-0.4075218141078949,-0.18458251655101776,-0.11863187700510025,-0.18282055854797366,-0.32651233673095703,-0.10079435259103776,-0.3674925267696381,-0.2177045941352844,-0.2755112648010254,-0.2531717419624329,-0.2280145883560181,-0.592736542224884,-0.5667574405670166,0.3535299301147461,-0.029425714164972305,0.41734805703163147,-0.4271830320358277,-0.15051224827766418,-0.06393028050661087,-0.4968481957912445,-1.121452569961548
