,2080_0000021344_1995_COCA-COLA-CO,2820_0000030554_1995_DUPONT-E-I-DE-NEMOURS-&-CO,2834_0000200406_1995_JOHNSON-&-JOHNSON,2834_0000310158_1995_SCHERING-PLOUGH-CORP,2840_0000080424_1995_PROCTER-&-GAMBLE-CO,2911_0000034088_1995_EXXON-CORP,3021_0000320187_1995_NIKE-INC,3290_0000066740_1995_MINNESOTA-MINING-&-MANUFACTURING-CO,3531_0000018230_1995_CATERPILLAR-INC,3570_0000051143_1995_INTERNATIONAL-BUSINESS-MACHINES-CORP,3577_0000858877_1995_CISCO-SYSTEMS-INC,3674_0000050863_1995_INTEL-CORP,3721_0000012927_1995_BOEING-CO,5211_0000354950_1995_HOME-DEPOT-INC,5331_0000104169_1995_WAL-MART-STORES-INC,7372_0000789019_1995_MICROSOFT-CORP
0,-0.5827092528343201,-0.2724716067314148,-0.40252360701560974,-0.5057880878448486,-0.16547586023807526,-0.16795238852500916,0.3072287440299988,-0.08423057198524475,-0.06597109884023666,-0.09783731400966644,-0.7504140734672546,-0.1931816190481186,-0.06471768021583557,-0.17891357839107513,-0.3316726386547089,-0.5646798014640808
1,0.3511583507061005,0.5208973288536072,0.41018202900886536,0.631459653377533,0.3821148872375488,0.2747532427310944,0.161134734749794,0.7405792474746704,0.07336841523647307,0.2523063719272613,0.1076054349541664,-0.056826118379831314,0.07006087154150009,0.5594823956489563,0.3738051354885101,0.7887800931930542
2,-0.5578733086585999,-0.3515982031822205,0.047077987343072884,0.016840742900967598,-0.14867621660232544,-0.19316174089908603,-0.18454791605472565,-0.3591625392436981,-0.01742721162736416,-0.09952124953269957,-0.17820556461811066,0.29447802901268005,-0.10663269460201263,-0.2592453360557556,-0.09381809830665587,-0.2446065694093704
3,-0.6934808492660522,0.06181198358535767,-0.4794530868530274,-0.26687127351760864,-0.0292805265635252,0.03418225795030594,0.08054668456315994,-0.2261920571327209,0.08944553136825563,-0.09115859866142273,-0.8514888882637024,-1.0484026670455933,-0.026369135826826096,-0.16816453635692594,0.19105178117752075,-0.84466552734375
4,-0.4624672532081604,-0.13499921560287476,-0.4137476682662964,-0.2878451645374298,-0.0220254585146904,-0.24308305978775024,-0.5092710256576538,-0.3887869119644165,0.057526525110006325,-0.026484129950404167,-0.0466681644320488,-0.01674894616007805,-0.4523887634277344,-0.032631143927574165,0.19212374091148374,-0.39528271555900574
5,0.5983713269233704,-0.2515287697315216,-0.1837637424468994,-0.3870613873004913,-0.08587692677974701,-0.20593616366386414,-0.6055626273155212,-0.2830848693847656,-0.2101154923439026,-0.028206659480929375,0.24906693398952484,-0.15591540932655334,-0.21387416124343872,-0.1231183260679245,-0.15213187038898468,-0.02302983589470386
6,0.924841046333313,0.1636871099472046,-0.012431461364030838,0.30444177985191345,0.26448625326156616,0.06725234538316728,-0.42422470450401306,0.2174944281578064,0.2814505994319916,0.12853261828422546,0.21524247527122495,0.7654370665550232,0.2919107973575592,0.3246114253997803,0.4901648163795471,-0.2630258798599243
7,0.023613424971699715,0.38095584511756897,0.11165527254343033,0.10478335618972777,0.2734244167804718,0.3097110092639923,0.9273035526275636,0.11258364468812944,0.07007787376642227,-0.005995790474116802,0.33711355924606323,0.011021134443581104,0.1823523640632629,0.6375657320022583,0.5665737986564636,0.2128080278635025
8,-0.15260913968086245,0.1649387627840042,0.2264632135629654,0.2863105535507202,0.26818549633026123,0.023241791874170303,0.006925229914486408,0.02607213519513607,0.15365183353424072,0.09833551943302156,-0.04200853779911995,0.0863896831870079,0.1597803384065628,-0.041287511587142944,0.39408519864082336,0.22059093415737152
9,-0.31701555848121643,-0.1869090497493744,-0.06595437973737718,-0.13952571153640747,-0.16732139885425568,-0.2712844610214233,-0.5566214323043823,-0.30686578154563904,-0.14571639895439148,-0.00686035817489028,-0.5407529473304749,-0.04260265082120896,-0.08321818709373474,-0.2655676305294037,0.06619225442409515,-0.8142186403274536
