,2080_0000021344_2010_COCA-COLA-CO,2820_0000030554_2010_DUPONT-E-I-DE-NEMOURS-&-CO,2834_0000078003_2010_PFIZER-INC,2834_0000200406_2010_JOHNSON-&-JOHNSON,2834_0000310158_2010_Merck-&-Co.-Inc.,2840_0000080424_2010_PROCTER-&-GAMBLE-CO,2911_0000034088_2010_EXXON-MOBIL-CORP,2911_0000093410_2010_CHEVRON-CORP,3021_0000320187_2010_NIKE-INC,3531_0000018230_2010_CATERPILLAR-INC,3570_0000051143_2010_INTERNATIONAL-BUSINESS-MACHINES-CORP,3576_0000858877_2010_CISCO-SYSTEMS-INC,3600_0000040545_2010_GENERAL-ELECTRIC-CO,3674_0000050863_2010_INTEL-CORP,3721_0000012927_2010_BOEING-CO,3841_0000066740_2010_3M-CO,4813_0000732712_2010_VERIZON-COMMUNICATIONS-INC,4813_0000732717_2010_AT&T-INC.,5211_0000354950_2010_HOME-DEPOT-INC,5331_0000104169_2010_WAL-MART-STORES-INC,5812_0000063908_2010_MCDONALDS-CORP,7372_0000789019_2010_MICROSOFT-CORP,7389_0001403161_2010_VISA-INC.
0,-0.18109260499477384,-0.6398612856864929,-1.8053785562515257,-0.3509034812450409,-1.9407782554626465,-0.22379131615161896,-0.2827842235565185,0.08895499259233475,0.010869667865335941,0.8578503727912903,-0.4668841063976288,-0.7521823644638062,0.2333044856786728,0.08218125253915788,-0.19890016317367554,-0.13999898731708527,-0.19171160459518435,0.08096927404403688,-0.05024294927716255,-0.23602190613746646,-0.540598452091217,-0.6578131318092346,0.4507361948490143
1,0.8400524258613586,0.6827425360679626,0.00952073000371456,0.5296112895011902,0.1429416388273239,0.3806623816490173,0.2754057645797729,-0.341107040643692,0.12143900990486145,0.9285945296287536,0.941290318965912,0.20300507545471191,1.4149373769760132,0.1650265008211136,0.2490808665752411,0.2760944366455078,0.5009226202964783,0.5720505714416504,0.4310840368270874,0.7121666073799133,0.7816045880317688,0.9652555584907532,0.6891793012619019
2,-1.2920403480529783,-0.4969726204872131,0.7706462144851685,0.024448283016681668,1.3001158237457275,-0.14855538308620453,-0.19771640002727509,0.9513835906982422,-0.4241576194763184,-0.18985632061958316,-0.537839412689209,-0.4566814303398132,-0.558972954750061,-0.47655081748962397,-0.019107872620224956,-0.28536078333854675,-0.46299809217453,0.023043960332870483,-0.3157894015312195,-0.2103626579046249,-0.3491654694080353,-0.3387642800807953,-0.2897522449493408
3,-1.0068632364273071,-0.056338515132665634,-0.9262806177139282,-0.3460201919078827,-0.3273739814758301,-0.01789006218314171,-0.16193529963493347,0.5569005012512207,-0.4105280935764313,-0.4878222942352295,0.23404160141944885,-0.2907129824161529,-0.2656297981739044,-1.7489228248596191,-0.2500608265399933,-0.19494615495204928,-0.8099117279052734,-0.3575306236743927,-0.4834930896759033,0.03334029391407966,-0.037235498428344734,-0.5371106863021851,-2.0201144218444824
4,-0.07573797553777695,-0.4132918119430542,-0.9844380021095276,-0.3063891530036926,-1.2887260913848877,-0.07944145053625107,-0.15917962789535522,-0.22565814852714536,-0.849295437335968,0.005923083983361721,-0.41480812430381775,-0.5301207900047302,-0.17752540111541748,-0.09749748557806016,-0.07437419891357422,-0.1565386801958084,-0.14402827620506287,-0.243370458483696,-0.1673046201467514,-0.18522052466869354,-0.11660405248403548,-0.7609463334083557,-0.6086553931236267
5,0.5528919100761414,0.30158013105392456,-0.13375911116600034,-0.3059387803077698,-0.3383394181728363,-0.13616450130939484,0.11201769858598708,0.4455250799655914,-0.7389585971832275,0.794124960899353,-0.02772008441388607,0.4388758838176727,-0.32989558577537537,-0.09773948788642883,-0.3183118999004364,-0.13839712738990784,1.256771683692932,0.31053581833839417,0.007825316861271858,-0.6042347550392151,-0.2411288321018219,0.22329922020435333,0.4285573661327362
6,0.8390812277793884,0.4728769659996033,0.3693596720695496,0.4201337099075317,0.13110576570034027,0.2711639404296875,0.0004569713491946459,0.2610354423522949,-0.8999144434928894,0.9607074856758118,0.5633130669593811,0.3038804829120636,0.6274182200431824,0.6554017663002014,0.04854362085461617,-0.019237855449318886,0.4655829071998596,0.23329082131385806,0.33282119035720825,0.9411839246749878,0.4549463987350464,-0.3621939420700073,-1.01646888256073
7,0.3351653218269348,0.41257691383361816,0.2439475357532501,0.20764294266700745,-0.32299453020095825,0.2421731650829315,0.20936763286590576,-0.28461018204689026,0.7532562017440796,-1.1173968315124512,0.09871044754981996,0.2399445176124573,-0.18459339439868927,-0.1103624776005745,0.06318451464176178,-0.005575223360210657,0.5826769471168518,0.4981272518634796,0.4224357306957245,0.3342200517654419,-0.005055257584899664,0.2518741190433502,0.5768991708755493
8,-0.3342059552669525,0.4417719841003418,0.608197808265686,0.34061139822006226,-1.1241742372512815,0.32042574882507324,0.04732577130198479,0.7300853729248047,-0.12431809306144714,0.9804739952087402,0.09866852313280106,-0.007125758100301026,0.0007777763530611992,0.6017885208129883,0.5878822207450867,0.13637302815914154,1.116310715675354,0.4184899628162384,0.2013050615787506,-0.020829388871788982,0.18389096856117249,0.21216370165348053,-0.5982176661491394
9,-0.8020778894424438,-0.4539563059806824,0.19181996583938601,-0.11857213079929352,0.6474573612213135,0.03142601251602173,-0.03593345358967781,-0.1118646115064621,-0.1401863992214203,0.04126712679862976,0.18178628385066986,-0.604170024394989,-0.3356516361236572,-0.4445396363735199,0.3057158887386322,-0.12306969612836838,-0.91522216796875,-0.2627187669277191,-0.4005156755447388,0.031228922307491306,-0.3269360959529877,-0.1068366765975952,-0.6832141280174255
